id,school_id,department_type,group_id,group_name,remark,school_name
"13d74fc8-9cb7-4a94-9002-9f8b7f1bc315","7211798c-dd93-491e-82b7-908622957b42","chinese","","","","弘爵國際學校－半島"
"18c77b0a-088d-49d6-90aa-4171511e1880","9d83df9a-dbd0-418e-b43a-de4ecedde199","chinese","","","","伊利沙伯中學"
"3b89ab5b-aec6-4b10-9e3b-88bd927b57f2","feba4532-1738-492b-9ac7-7fe6d619d6cb","chinese","","","","伊斯蘭脫維善紀念中學"
"5a064c16-3049-4d69-8cc8-e1f03c1de8d3","ce6db648-dbb9-4a65-8293-2d8409c0940b","chinese","","","","匡智元朗晨樂學校"
"16d27814-bbd7-40f2-b6c5-956b4a5245c0","62a8d4bb-934b-4394-9871-3f925026723b","chinese","","","","匡智元朗晨曦學校"
"3119ec61-b280-43d5-85cb-3b0ebb6765be","11ed613a-926e-4f07-9c59-2ab51b99a9d5","chinese","","","","匡智屯門晨崗學校"
"2e77724c-2e2e-4d57-8950-2d791396f3eb","f5e5f3e4-8d8a-4ba2-9213-0a23420a85d4","chinese","","","","匡智屯門晨輝學校"
"06637b21-cfba-44eb-a27c-605abfa5400b","655d86b3-7dad-4223-83f9-7ffbf97196ed","chinese","","","","匡智屯門晨曦學校"
"f0256909-db0b-40c4-86b7-f82e77e7986d","fd493c39-9bd6-47cc-a1d5-2e966f05075d","chinese","","","","匡智松嶺第二校"
"e79c25a8-ec93-4196-bb45-356a5fb26d2e","c7a58f23-5073-47d2-a124-3f4624caafbb","chinese","","","","匡智松嶺第三校"
"c449e3fc-92df-4964-ac5a-64cfc0fa1132","825aa064-22fd-45a4-b4f3-a1614b1698ad","chinese","","","","匡智松嶺學校"
"b3e04772-c012-43d3-9e4c-fabe7bbd847e","91b6dc3d-2fa0-4b7f-a95c-ccc37832d767","chinese","","","","匡智獅子會晨崗學校"
"15dc7052-de84-42c0-8023-0db7423adf21","e60cd064-1974-4c5d-8955-1fd09912bff5","chinese","","","","匡智翠林晨崗學校"
"81ebf42c-e508-40bd-9e91-a275e979bf6a","7ecadf12-3304-4e75-b294-aa0380bac7d6","chinese","","","","地利亞加拿大學校－東九龍"
"aff6690b-2cdc-4601-8cd1-c6a7e79a089d","a7277ba5-f127-435b-ab6a-2c3aad9aa190","chinese","","","","地利亞修女紀念夜校（觀塘）"
"1fd583ab-93d5-49d8-9236-71fb37a85db7","d180f52e-085a-4b36-9f20-cddb46f01672","chinese","","","","地利亞修女紀念預科夜校（吉利徑）"
"95e005cf-ca10-4097-a618-c294ce58f3ce","eb602122-f6fa-4379-9f2e-3fe28c6b727c","chinese","","","","地利亞修女紀念預科夜校（百老匯）"
"c33e98b7-7d63-492a-b57f-c13654fa134d","27c21da4-b1a8-45b1-9157-c7462bbff3bd","chinese","","","","地利亞修女紀念預科夜校（觀塘）"
"00a7b9ad-130c-454b-b5bc-05218aa3a894","2482c0d1-84e3-48d2-83bf-2be4363aabf8","chinese","","","","地利亞預科夜班（太古城）"
"99bdc4e3-457d-453c-a52e-d3cc2efe6307","de01df76-1c3d-4bf1-a45d-6885dadbb9e0","chinese","","","","百週年李兆忠紀念中學"
"e8bda16c-9818-4a64-a33f-17189dea428a","c37c8464-0644-4b61-a6ff-f277ed972a7f","chinese","","","","西島中學"
"0762d690-13ad-445b-9a6c-2734a5b7159e","966a2828-3bed-42e7-879d-1afd3ffc95a5","chinese","","","","西貢崇真天主教學校（中學部）"
"6c645df8-ce44-4afe-9abf-a8c674e90dc8","511401ca-06d9-409a-a520-8fa034c20826","chinese","","","","伯特利中學"
"e843c511-b54f-4546-b26b-e70236a1f476","dc251770-bd0d-48ca-b605-1ec00f7c9b20","chinese","","","","何東中學"
"2a3d4e6e-46f9-45e1-a0b3-39a88fed94f5","a05bef21-72f3-4ca6-945f-28c3e5fd65cb","chinese","","","","佛教大光慈航中學"
"cd7e5bcd-a586-4f82-8ec5-01f62d0bed93","a461805a-d12c-4b29-8293-5f906ea8fb2c","chinese","","","","佛教孔仙洲紀念中學"
"dad8c7dd-bb43-4b17-a152-c83da4b4e210","416037b7-c6af-490f-9a42-14154fbb0daa","chinese","","","","佛教志蓮中學"
"0409e795-b5ff-4ac5-a059-6cf6408ce9d6","3a59cfd1-240d-44da-8dc1-37f7293ecbee","chinese","","","","佛教沈香林紀念中學"
"f787b36e-a6da-481f-82fe-9b8382cc78a9","17662843-1134-40da-814a-f0367c5dbd91","chinese","","","","佛教茂峰法師紀念中學"
"6af9739d-4301-48ea-9b72-892e7a2db5bf","7cfc6c82-97da-47c2-aa9a-7e2207d7a5cb","chinese","","","","佛教善德英文中學"
"277b1820-4169-444b-8cf0-d5c44cc0a875","892e7527-f07f-4ecf-90f7-32b5b4e4d9e3","chinese","","","","佛教筏可紀念中學"
"9c40b71d-480c-4b1c-9d64-59c4f4ff92ca","14c14d58-d452-498e-962d-675db87b0fcc","chinese","","","","佛教黃允畋中學"
"892fdc8f-cf82-4a65-8c7d-676cb86bdd2a","df7d52b9-779a-49b0-8aaa-bb04dd08ba14","chinese","","","","佛教黃鳳翎中學"
"3a5060c5-0624-43ad-a5bb-a0732e99eb24","11b79376-e115-4462-b862-ec0356f6112e","chinese","","","","佛教葉紀南紀念中學"
"6f20227b-ae5c-4454-a331-dfbf0797e775","aa2dd627-77d4-494f-ab52-564611e26f2a","chinese","","","","佛教覺光法師中學"
"284050ed-2125-42f8-80c6-469e22e042c9","79e9ee47-cf96-4f68-99cb-0d4ca286a515","chinese","","","","利瑪竇英文夜中學"
"b5a6df4e-1d90-44f1-b7f6-3d02aed08d71","7bb54595-1bc9-480f-953f-ac37fdf72b6a","chinese","","","","李求恩紀念中學"
"59a1b341-fc52-4f7a-ae91-09305be1cc0e","911ed1b7-cda2-420f-8a3f-30e9018133ae","chinese","","","","李炳中學"
"90271949-47ed-4a02-be45-91db44dc799f","9f3e17a3-5bda-453d-9e59-3387655c2292","chinese","","","","沙田公立學校"
"8ed64025-ff09-4547-bada-81ba6d5b0d86","0ee1facc-f4a9-462c-88a0-cfe05349b73b","chinese","","","","沙田學院"
"f8ce3fd2-84e2-4bd0-8593-3017ceb9ee85","83566051-2815-43d3-8943-5fa44f2247db","chinese","","","","沙田蘇浙公學"
"43682b11-2a53-45b3-89bf-0041b35df5e0","0c059894-2623-49e3-bbeb-d681bb656bf8","chinese","","","","沙頭角國際學校（International College Hong Kong (NT)）"
"f2bafb71-2be1-4dec-bac5-20eaa5b5663d","39ddf327-7843-4288-b7f8-02f0e701f377","chinese","","","","協同國際學校"
"74bbd134-43ee-46fe-b0f2-ddaa139cf335","a6cac0f7-e79f-470c-8174-da40bebd9a86","chinese","","","","官立嘉道理爵士中學（西九龍）"
"8ae3db69-e604-44f1-82cf-5cabd81d5dc1","6220bfe9-3eb2-4414-a722-80bd27ecc828","chinese","","","","尚研閱教育中心"
"7fca487f-bac9-46b7-999b-b3ee1182effa","b4abe463-2202-49dc-9dae-0c607065f38d","chinese","","","","明愛屯門馬登基金中學"
"b60f933e-1724-49c8-87d1-0da568866240","681acc97-4007-4f61-a4a4-ef1585fa674b","chinese","","","","明愛胡振中書院"
"98e5a5ee-df90-42c8-8a2a-e4e4c6c6fbc0","989a9a0d-b82f-4694-a332-c4e497ef03b7","chinese","","","","明愛柴灣馬登基金中學"
"a17d32b4-19a2-419d-bde5-c505c05c0b43","9482f10c-4768-4417-aa07-6c91c7d1e62c","chinese","","","","明愛粉嶺陳震夏中學"
"543631bc-b44a-4d97-a94d-6a0b698bfcc5","eedeaf7d-bc00-4798-b74f-1a1d44857eda","chinese","","","","明愛培立學校"
"e5878b18-a41f-4e33-b309-25f34c0239e3","03a2aad1-36b9-4fa5-88e4-5f2080472cb3","chinese","","","","明愛樂恩學校"
"d3f9e8d6-1da6-4d04-b5f6-5c03ea634525","9d464bbe-6176-4652-97ea-890605b59530","chinese","","","","明愛樂進學校"
"b6ad5caf-5ed0-473d-ba99-63f58c96ee09","2a27f591-8f1e-4aef-8279-946860364448","chinese","","","","明愛樂勤學校"
"56e468da-6f54-45b5-8432-96ed05c7d132","b04747e3-7315-4449-8a6a-47eacace964c","chinese","","","","明愛樂群學校"
"c48a7427-49ea-4194-9df7-8a6d3dd6c454","809f3a1c-3325-4b65-baae-20430542f508","chinese","","","","明愛樂義學校"
"82cc7155-4f03-4c9d-af91-247fb894c5f1","33714f17-0744-421a-b617-15f7dced8bae","chinese","","","","明愛賽馬會樂仁學校"
"b6b326eb-2c98-4638-a2ec-a126fb2ac1d9","bdab627f-f982-4bf4-9d35-840117edd889","chinese","","","","東涌天主教學校 (中學)"
"33a8ad07-d440-482b-aa12-f8a05f0a4677","0698e06f-52f8-4572-b156-e0080c870a00","chinese","","","","東莞工商總會劉百樂中學"
"dda1976e-873c-419f-813e-f557b7341c24","e036593c-19db-454e-93c1-cae8707d323e","chinese","","","","東華三院呂潤財紀念中學"
"b2823764-9623-4ded-bcd8-671186dbc13e","2d878f96-3a59-4dcd-9f36-1d572262ec02","chinese","","","","東華三院邱子田紀念中學"
"58fd32e0-93ab-4526-83c4-4a7c2bfd752d","50257bdc-c1b0-49a6-a6f4-306eae369793","chinese","","","","東華三院徐展堂學校"
"aa6ab29c-208d-438d-a02f-9841593fd05f","192bb999-95e4-4a97-97c8-651907860910","chinese","120363421129947124@g.us","「巫筆VIP」 加拿大神召會嘉智中學","","加拿大神召會嘉智中學"
"f378dcb2-1265-48ef-b523-329c74966789","579a8a75-a71e-4f3f-a45e-22f28bc1765a","chinese","120363419883505375@g.us","巫筆 Trial X 明愛元朗陳震夏中學","","明愛元朗陳震夏中學"
"d040022b-0ac1-48b4-8dea-30e499fe4748","45c45123-fdcd-4327-aa23-38be0b157424","chinese","120363419286000339@g.us","巫筆 Trial X 地利亞修女紀念學校（百老匯）","","地利亞修女紀念學校（百老匯）"
"4439b88d-aaf5-4531-9034-8c9d3b1051c4","7ac495dc-04ae-4c8e-91f9-e71408e7e79d","chinese","120363422912126379@g.us","巫筆 Trial X 孔聖堂禮仁書院","","孔聖堂禮仁書院"
"d0cd6907-9732-4613-a63e-64a1f70650cc","33ae36db-f5cb-4dca-ab84-722a4172d392","chinese","120363399901528369@g.us","巫筆 Trial X 東華三院吳祥川紀念中學","","東華三院吳祥川紀念中學"
"df91b10e-3b24-4b2f-8e09-bd44d89aae86","b69ba6b7-37fb-4b1d-8392-0fbcc41c65c1","chinese","120363419588832719@g.us","巫筆 Trial X 天主教崇德英文書院","","天主教崇德英文書院"
"f20f5825-18c0-4099-a4d9-d5f8ca52946c","c20e8d77-6f9c-499d-8d1d-58c7ab0673cb","chinese","120363402535809492@g.us","巫筆 Trial X 元朗公立中學","","元朗公立中學"
"e11444cf-fc64-4368-b3e9-0d4e5a3e05b8","95f8cc3b-9571-4956-855d-71fcedf16c4a","chinese","120363402304480404@g.us","巫筆 Trial X 九龍塘學校（中學部）","","九龍塘學校（中學部）"
"170b0268-a22c-4651-9f3b-138ec4bf2fee","b812412f-1a4f-4a0f-9bbf-ef78a7dc58df","chinese","120363403110950092@g.us","「巫筆VIP」X 民生書院","","民生書院"
"e4e0171b-ade4-44e6-984e-130bb878fe4f","2f257655-ef4e-45c5-b62e-a2d4755e0cd8","chinese","120363420046373370@g.us","巫筆 Trial X 匡智張玉瓊晨輝學校","","匡智張玉瓊晨輝學校"
"9a353e34-4767-401f-9e5a-9d93775073f8","d616b936-ca21-43d7-bc4a-5285c7ed1ac3","chinese","","","","東華三院陳兆民中學"
"48b78584-28ac-448a-a1d8-fdb115844768","a22a13c3-9c80-49b1-8056-60f350037ca2","chinese","","","","東華三院群芳啟智學校"
"35706824-c088-498b-97f2-5528d4238f99","13f38645-244b-4a95-9439-dcc16fc6b05a","chinese","","","","保良局何蔭棠中學"
"275405ef-245f-4b1e-b6e6-0e80e3d3e9da","eb436a6a-69e0-464c-8798-721d3ad046a5","chinese","","","","美國國際學校"
"51df5095-8b8b-4c72-a323-cbc5f9df82a0","2802d634-3b95-4c09-9e92-95ec396a6f39","chinese","120363419535999678@g.us","巫筆 Trial X 東華三院黃鳳翎中學","","東華三院黃鳳翎中學"
"a107e6b0-360b-483d-8f21-46d050a6ed35","7dda3159-f0ff-4b0c-8e34-eee75b56ef7c","chinese","","","","路德會聖十架學校"
"b35cd38a-a207-49e5-ae21-cf6c245427f6","7e61c2b0-4e1b-4c1d-955b-4434b3c291f5","chinese","","","","皇仁舊生會夜中學"
"84a041cc-dc65-4c6b-93c1-22fc4435791a","bf116841-038a-4278-ac67-d463a6fa1a3e","chinese","120363423111160764@g.us","巫筆Trial X 東華三院盧幹庭紀念中學","","東華三院盧幹庭紀念中學"
"8ed0b55c-5191-44d5-9f23-07c07778b50b","d22d7fcd-d6da-45a0-857d-532dd50082d7","chinese","","","","獻主會聖馬善樂小學"
"2bf5dab4-e0ee-4f46-860d-be8af4d236cd","b90949f9-527a-43cb-bcde-b5ea436c450c","chinese","","","","法國國際學校"
"5c2588f8-a4f8-4201-b8b2-cabfe24da291","8fb062b9-3dc5-49b1-9bf3-00495f01cda7","chinese","","","","炮台山循道衛理中學"
"8801624d-b1a7-4c9e-ac48-61f814ef1a5e","89407547-2ab6-4112-84c6-b3f1942ffd06","chinese","120363315472986693@g.us","巫筆 Trial x 香港中國婦女會中學","","香港中國婦女會中學"
"7599053b-dfb3-4394-9a48-66fa87d779a0","5b12e8ee-c20b-44e4-862d-52f88af6f80d","chinese","","","","Apple English Learning Centre 小蘋果教育中心"
"c2be30d5-7713-4719-b12e-c509c36857a8","64226ca3-459a-4402-816a-d958c40b5a39","chinese","","","","長洲官立中學"
"da9be933-cf4d-45e6-923c-a1d2c69a7412","e3136ba9-0a5d-43a2-a522-b4d85a585299","chinese","","","","宣道中學"
"4d99f9ad-81ae-49e3-995b-e2e865a88717","101066b9-aa91-4129-8bcf-df69970ac509","chinese","","","","香港大學"
"32cdca62-6a2a-46e3-8e61-3f671130e041","0bad76e3-7277-4208-8e7d-025212fb710d","chinese","","","","香港城市大學"
"4734eb00-d7ac-4a31-bd5f-0d4ad634e2ab","fc3b5d2a-29fc-4d93-beef-e9e0aca52b64","chinese","","","","青松侯寶垣中學"
"d469588b-7a9c-4ba9-8534-1139e61ec11a","105bbf66-266e-4380-83da-aac660f908ac","chinese","","","","保良局第一中學（夜校部）"
"cdebfd3a-201b-4cc8-94eb-7762175882d3","d41583fd-3322-4df0-9fec-8a700d032ab8","chinese","","","","保良局蔡繼有學校"
"15e28f4c-4237-4f75-b901-485144b3e3b2","f6bc6d13-1a62-4044-8e52-3ff1f22c2bc8","chinese","","","","香港中文大學"
"9ed3245c-1a4e-4970-a63d-6e8bb7982c4f","de129de6-97fd-49cb-a21a-acb1b1b9b05c","chinese","120363334909994033@g.us","「巫筆VIP」青年會書院","","青年會書院"
"2f726724-c5df-427f-9a83-e2e6fdbf0ae0","5d4f8901-ccfd-4896-9e8d-bdd98ca33aa1","chinese","","","","啓思小學/啓思小學附屬幼稚園"
"33b96159-63f5-419a-b717-524ef841508b","3f13eddf-500e-4fbd-b990-5abce3d9454d","chinese","","","","保良局世德小學"
"ec57564a-b4d4-4f8c-8a1a-12399cca8703","4b0b6c91-a76e-4c40-86d0-22848cef42dd","chinese","","","","保良局甲子何玉清中學"
"30584aac-5ef5-4fc9-a5be-cf998c0da735","b350ac24-53da-49cd-abc2-dbfa677db39e","chinese","","","","南島中學"
"e7deaee5-75e8-44a5-9762-26a0b3572a4b","a6f37bec-3a69-4b49-9429-5404f6a82fda","chinese","","","","英華女學校"
"acf1e923-1a29-44ec-b488-f2c4f0d54cee","bdeb605f-089f-4da7-a5a9-7c85788f63ea","chinese","","","","香海正覺蓮社佛教普光學校"
"048c4456-208a-46ab-bf68-46c65eba7b6b","0a3801a3-aeb4-484a-b78a-7d60c57fa001","chinese","120363416828013536@g.us","「巫筆 VIP」保良局李城璧中學","","保良局李城璧中學"
"042881ec-cde8-4f58-8c5e-69ca30358b7f","ec2e0d4f-0d29-419e-ba16-505c1363e59b","chinese","","","","香港諾德安達國際學校"
"6ede57ea-0d2c-429e-81b1-ae517ff32224","1ee6a456-dc48-487c-8a23-35e5c785af00","chinese","","","","信義中學"
"ed392d28-3929-4dfc-8ab8-6a1c89c7dbf1","20e5779d-8efc-421a-b848-5d8b872e4703","chinese","120363402832182204@g.us","巫筆 Trial X 保良局田家炳小學","","保良局田家炳小學"
"c46dd9d1-666b-4412-a51a-ad6eae5569ee","26ef9a3e-7ab1-4750-9b95-1c8f79c83e2b","chinese","","","","大衆教室Popular e"
"6dcce27e-d01c-468b-a567-78dc6468c989","78b6cda0-dad4-4a60-b99e-e99c2e44123c","chinese","","","","保良局朱敬文教育服務中心（夜校部）"
"47f16dd9-1cc1-46c6-b605-f4b0f5011fad","ca0fd79e-e39e-41d0-8fce-a90e56da941c","chinese","","","","保良局陳百強伉儷青衣學校"
"984e6242-10c7-4f32-b67e-84ee6f6605c5","902528f9-d57f-4a7d-aff6-2e43665967e2","chinese","","","","南京十三中國際部"
"25432b9b-5f79-4262-b930-c75a899dd972","224e2928-0678-4240-a8b4-804fa533fff3","chinese","","","","匿名小學Unknown Primary school"
"5829bbe3-1c3d-4404-b96f-064d836c8fa3","57a75829-7663-4c6c-8c6a-0ba455080f65","chinese","","","","保良局余李慕芬紀念學校"
"6f75aa57-3483-4579-98c7-ccd8e71c69ed","2569be9b-33ab-419b-8bcf-314e02a7fa7d","chinese","","","","南屯門官立中學"
"1fa3b439-0520-4caf-9e8d-27f67651ea40","96595d9f-be4c-4266-ad72-a1536272ec55","chinese","","","","香海正覺蓮社佛教正覺中學"
"ac83dffb-f954-4948-ab0a-a2365da5d31d","62774777-7973-419b-aaba-e10d2314dc9a","chinese","","","","五邑鄒振猷學校"
"84c22171-2c39-4e18-a7a6-1e4e5d2205ff","edf76f5d-44a9-4927-9eef-372a7a206cac","chinese","","","","保良局唐乃勤初中書院"
"5628b0d0-1831-49c2-bfea-f43c1231acd1","e67779f5-f9e2-408c-b31b-9f43e6570f6e","chinese","","","","哈羅香港國際學校"
"01351e3f-944c-4c60-a796-0d521e530269","41a92054-e7b3-4abf-b85d-92132bfa1c57","chinese","","","","英華書院"
"d4787b92-3fa7-4291-9c27-a1c6ca0e8b18","6e595d8b-278d-480c-ab21-234b7cad83d1","chinese","","","","香港九龍塘基督教中華宣道會陳瑞芝紀念中學"
"923287fa-68a7-4d93-a5b3-116f52101d36","2d842c64-2090-4356-9279-b4bc58ef0a9e","chinese","","","","優才（楊殷有娣）書院小學部"
"66893891-0bb0-471c-9474-9b12adf43d79","bf28b4cc-d926-4a42-849d-98bf7b003cdf","chinese","","","","保良局馬錦明夫人章馥仙中學"
"8726a791-6388-4f76-8140-b721935e8d59","a3fb5991-3d8e-4cb9-b054-00aaa65cb210","chinese","","","","保良局陳麗玲（百周年）學校"
"93582c7e-df01-4f74-b369-3c75fd74341a","ec6e6bbe-044f-4701-8d50-f71916e1ca83","chinese","","","","保良局羅氏信託學校"
"feb236dc-c74a-4274-8c16-d3f9f6dc65a6","84c66fc1-3d87-45d4-8890-aa1e031e5626","chinese","","","","英皇佐治五世學校"
"d075507f-882d-40c9-a00c-6d0aef725d82","887c20bc-c8c4-4b3b-afc8-484c77754393","chinese","","","","利瑪竇中學 - 澳門"
"df861c6a-7a18-40ff-90eb-e6d66f1f9545","0a4785ad-668c-498f-a72f-740ddc1990f1","chinese","","","","保良局莊啟程預科書院（夜校部）"
"6a166678-58d2-4722-a435-f3d284605e8c","af48fa2a-6d8c-4f73-91af-9ef0af69688f","chinese","","","","保良局顏寶鈴書院"
"57c23a20-a175-49bf-9828-7c356f2a0e0a","11e1f164-cf9c-4d81-a119-3c4aa4c026de","chinese","","","","南亞路德會沐恩中學"
"dbd1af7a-b51d-44af-8f73-0debfb3c94a4","8765dcaf-d6e5-4847-b8c5-1ae6fbc15b78","chinese","","","","關智豪老師 & 伍子甄老師"
"122d3756-e23a-43e0-8b69-2207c852d2a6","2140414d-fba5-4a2e-bd88-34cefecb4e2b","chinese","","","","威靈頓教育機構張沛松紀念中學"
"0853f529-2000-4d5d-a603-614168d7736a","7f0dac24-28a9-42e0-b761-e588b5c0e28d","chinese","","","","香港九龍塘基督教中華宣道會鄭榮之中學"
"263aa145-aecc-4530-8f1c-2bd0ce577316","7c09bd90-9a19-4c0d-b9c1-cf65936520fe","chinese","","","","  蘇浙公學國際部"
"7bcbd6df-7571-4816-8369-ac350d6e1f82","06cb1bda-3601-41ad-a425-a7c770984bd3","chinese","","","","香港心理衛生會臻和學校"
"3c534890-1907-43c6-96bb-e68dd56eefa9","29275679-3242-4a10-9afb-ee278f29908e","chinese","","","","香港日本人學校中學部"
"c37d142b-8d82-4e44-a5fe-c9e49597a1fb","9342ab4f-cd68-4b23-8152-24391039b190","chinese","","","","香港仔工業學校"
"e6182c2b-eac9-4348-9619-01f93cf84a44","d36c9128-1f67-41fb-9e8d-b06eefa3370c","chinese","","","","香港四邑商工總會陳南昌紀念中學"
"e0fd4ecc-8a0c-4d7c-b057-1b122d707de2","4bcf9fb5-0ca4-489a-9505-b86e19fb87a0","chinese","","","","香港兆基創意書院"
"157442a5-f058-409e-ad9c-b12a104b9306","6a1c2fc7-0c9e-4ffa-8487-38bb43b1347c","chinese","","","","香港西區扶輪社匡智晨輝學校"
"faba39d2-da4a-4130-9f04-4c74389110b6","2e1da1d3-bc56-45e5-9db0-af29e9c09d64","chinese","","","","香港扶幼會則仁中心學校"
"4efb98ac-6e7d-4f9b-a5a4-c0797f150afa","c58af303-b0e0-4061-9f42-d9a00395ee6b","chinese","","","","香港扶幼會盛德中心學校"
"6b447ff0-4698-4971-aea7-983e24d6fea3","668222e4-b643-48c7-a91e-2fc56262bbd9","chinese","120363403210566198@g.us","「巫筆VIP」 仁濟醫院王華湘中學","","仁濟醫院王華湘中學"
"c015bb49-8edc-4032-b112-2d43750f26ae","2aa339f5-6c52-4423-8fb8-12351a3b8661","chinese","","","","香港李寶椿聯合世界書院"
