group_id,group_name
120363400275725364@g.us,"巫筆 Trial x 中華傳道會安柱中學"
120363334358250987@g.us,"「巫筆VIP」中華聖潔會靈風中學"
120363312008882730@g.us,"「巫筆VIP」五旬節中學"
120363373510956059@g.us,"巫筆 Trial x 中華傳道會劉永生中學"
120363418296822432@g.us,"巫筆 Trial X 中華傳道會李賢堯紀念中學"
120363296608449906@g.us,"五旬節中學 28/6 補課支援📚"
120363323959756409@g.us,"「巫筆VIP」 x 五旬節聖潔會永光書院"
120363315015759421@g.us,"「巫筆VIP」仁愛堂田家炳中學"
120363332430258980@g.us,"「巫筆VIP」仁濟醫院林百欣中學"
120363420039004906@g.us,"巫筆 Trial X 仁濟醫院第二中學"
120363420611412199@g.us,"巫筆 Trial X 仁濟醫院王華湘中學"
120363403210566198@g.us,"「巫筆VIP」 仁濟醫院王華湘中學"
120363421542074641@g.us,"「巫筆 VIP」 仁濟醫院董之英紀念中學"
120363390861348142@g.us,"「巫筆VIP」仁濟醫院羅陳楚思中學"
120363295750149678@g.us,"巫筆 x 天水圍官中"
120363420274734528@g.us,"「巫筆VIP」 元朗商會中學"
120363418071633558@g.us,"巫筆Trial X 天水圍香島中學"
120363402431312084@g.us,"「巫筆 VIP」 元朗公立中學校友會鄧兆棠中學"
120363315326839589@g.us,"巫筆 Trial x 天主教伍華中學"
120363401904394489@g.us,"「巫筆VIP」天主教南華中學"
120363402856778527@g.us,"「巫筆VIP」 天主教新民書院"
120363330364068864@g.us,"「巫筆VIP」天主教郭得勝中學"
120363325599207444@g.us,"「巫筆VIP」天主教慈幼會伍少梅中學"
120363422912126379@g.us,"巫筆 Trial X 孔聖堂禮仁書院"
120363422064931743@g.us,"巫筆 Trial X 孔教學院大成何郭佩珍中學"
120363401383411295@g.us,"巫筆 Trial X 屯門天主教中學"
120363328461443663@g.us,"「巫筆VIP」王肇枝中學"
120363356956889724@g.us,"巫筆 Trial X 屯門官立中學"
120363421129947124@g.us,"「巫筆VIP」 加拿大神召會嘉智中學"
120363418995844690@g.us,"「巫筆VIP」X 可道中學（嗇色園主辦）"
120363419253497452@g.us,"巫筆 Trial X 世界龍岡學校劉皇發中學"
120363420233240001@g.us,"「巫筆VIP」 北角協同中學"
120363403110950092@g.us,"「巫筆VIP」X 民生書院"
120363286853139855@g.us,"「巫筆VIP」田家炳中學"
120363312498938006@g.us,"巫筆 x 伊利沙白中學舊生會湯國華中學"
120363378526604145@g.us,"「巫筆VIP」 石籬天主教中學"
120363317039050955@g.us,"「巫筆VIP」伊利沙伯中學舊生會中學"
120363402479818900@g.us,"巫筆 Trial X 石籬天主教中學"
120363419286000339@g.us,"巫筆 Trial X 地利亞修女紀念學校（百老匯）"
120363402141786843@g.us,"巫筆 Trial X 地利亞修女紀念學校（協和）"
120363400342637837@g.us,"巫筆Trial X 余振強紀念第二中學"
120363404347478741@g.us,"巫筆 Trial X 地利亞修女紀念學校（協和二中）"
120363403893186665@g.us,"「巫筆VIP」 佛教孔仙洲紀念中學"
120363313601149309@g.us,"「巫筆VIP」何明華會督銀禧中學 25-26"
120363402963618472@g.us,"巫筆 Trial X 佛教黃鳳翎中學"
120363418549973089@g.us,"「巫筆 VIP」 佛教黃允畋中學"
120363296636863950@g.us,"「巫筆VIP」沙田官立中學"
120363359228180978@g.us,"巫筆Trial X 庇理羅士女子中學"
120363418674999137@g.us,"巫筆 Trial X 沙田崇真中學"
120363418776313769@g.us,"巫筆 Trial X 沙田循道衛理中學"
120363420526178788@g.us,"「巫筆VIP」 協恩中學"
120363421797740809@g.us,"「巫筆VIP」 李求恩紀念中學"
120363349222544509@g.us,"「巫筆VIP」拔萃女書院"
120363419524191783@g.us,"巫筆 Trial X 拔萃男書院"
120363422580544268@g.us,"巫筆 Trial X 明愛莊月明中學"
120363418420107871@g.us,"巫筆 Trial X 明愛馬鞍山中學"
120363419883505375@g.us,"巫筆 Trial X 明愛元朗陳震夏中學"
120363420348146772@g.us,"巫筆 Trial X 明愛聖若瑟中學"
120363389044601354@g.us,"「巫筆VIP」保良局羅傑承（一九八三）中學"
120363402958958876@g.us,"「巫筆VIP」東莞工商總會劉百樂中學"
120363337863722763@g.us,"「巫筆VIP」東華三院甲寅年總理中學"
120363310182449511@g.us,"「巫筆VIP」東華三院李嘉誠中學"
120363399901528369@g.us,"巫筆 Trial X 東華三院吳祥川紀念中學"
120363418439799673@g.us,"巫筆 Trial X 東華三院伍若瑜夫人紀念中學"
120363402590178131@g.us,"巫筆 x 東華三院甲寅年總理中學"
120363402691030532@g.us,"「巫筆VIP」東華三院辛亥年總理中學"
120363400879341407@g.us,"巫筆 Trial X 東華三院邱金元中學"
120363409534412660@g.us,"巫筆 X 東華三院郭一葦中學 Ms Ng"
120363418102737738@g.us,"巫筆 Trial X 東華三院馮黃鳳亭中學"
120363421115158809@g.us,"巫筆 Trial X 東華三院馬振玉紀念中學"
120363385829398218@g.us,"巫筆 Trial x 東華三院張明添中學"
120363338479153308@g.us,"巫筆 Trial x 東華三院黃笏南中學"
120363419535999678@g.us,"巫筆 Trial X 東華三院黃鳳翎中學"
120363359367870788@g.us,"「巫筆VIP」 林大輝中學"
120363222857287066@g.us,"巫筆 Trial X 長沙灣天主教英文中學"
120363330043071644@g.us,"「巫筆VIP」金巴崙長老會耀道中學"
120363334909994033@g.us,"「巫筆VIP」青年會書院"
120363400341849737@g.us,"巫筆 Trial X 保良局朱敬文中學"
120363412477737445@g.us,"巫筆 Trial X 保良局姚連生中學"
120363416828013536@g.us,"「巫筆 VIP」保良局李城璧中學"
120363344570464235@g.us,"巫筆 Trial x 保良局百周年李兆忠紀念中學"
120363400453051550@g.us,"巫筆 Trial X 保良局朱敬文中學"
120363419952547370@g.us,"「巫筆VIP」保良局胡忠中學"
120363405826855351@g.us,"巫筆 Trial X 保良局第一張永慶中學"
120363426541595926@g.us,"巫筆 Trial X 保良局馬錦明夫人章馥仙中學"
120363374069213829@g.us,"「巫筆 VIP」  保良局莊啟程預科書院"
120363401674047998@g.us,"巫筆 Trial X 保良局董玉娣中學"
120363285514003824@g.us,"「巫筆」x 保良局羅氏基金中學"
120363404937051471@g.us,"巫筆 Trial X 保祿六世書院"
120363408185687894@g.us,"「巫筆VIP」 宣道會陳朱素華紀念中學"
120363413649455040@g.us,"巫筆 Trial X 宣道會陳瑞芝紀念中學"
120363418214930880@g.us,"「巫筆VIP」 迦密中學"
120363418675489607@g.us,"「巫筆VIP」 宣道會鄭榮之中學"
120363420586213462@g.us,"「巫筆VIP」 X 英皇書院（25-26巫筆寫作）"
120363419350891123@g.us,"巫筆 Trial X 皇仁書院"
120363423481638929@g.us,"「巫筆VIP」 皇仁舊生會中學"
120363405449539539@g.us,"巫筆 Trial X 迦密主恩中學"
120363401887164651@g.us,"巫筆 Trial X 迦密柏雨中學"
120363352655440340@g.us,"「巫筆VIP」迦密唐賓南紀念中學"
120363306511952949@g.us,"「巫筆VIP」 x 香島中學"
120363320035136599@g.us,"巫筆 Trial x 迦密愛禮信中學"
120363352694541917@g.us,"「巫筆VIP」香海正覺蓮社佛教馬錦燦紀念英文中學"
120363355257929721@g.us,"「巫筆VIP」香海正覺蓮社佛教梁植偉中學"
120363400785880054@g.us,"巫筆 Trial X 香港仔浸信會呂明才書院"
120363401712443268@g.us,"巫筆 Trial X 香港中國婦女會馮堯敬紀念中學"
120363418476268758@g.us,"巫筆 Trial X 香港中文大學校友會聯會張煊昌中學"
120363418816240392@g.us,"「巫筆VIP」香港中文大學校友會聯會陳震夏中學"
120363315472986693@g.us,"巫筆 Trial x 香港中國婦女會中學"
120363338052498691@g.us,"「巫筆VIP」 香港布廠商會朱石麟中學"
120363306698390141@g.us,"「巫筆VIP」香港培道中學"
120363307101136919@g.us,"「巫筆VIP」香港青年協會李兆基書院"
120363334432482931@g.us,"巫筆 Trial x 香港神託會培敦中學"
120363400004323455@g.us,"「巫筆VIP」 香港真光中學"
120363403238254037@g.us,"巫筆 Trial X 香港真光書院"
120363402648995962@g.us,"巫筆 Trial X 香港航海學校"
120363338509866298@g.us,"巫筆 Trial x 香港教育工作者聯會黃楚標中學"
120363421961957738@g.us,"「巫筆VIP」 香港教師會李興貴中學"
120363276111363427@g.us,"「巫筆VIP」香港聖公會何明華會督中學"
120363334845026081@g.us,"「巫筆VIP」香港聖公會何明華會督中學 高中中文科"
120363361431299523@g.us,"巫筆 Trial x 香港道教聯合會青松中學"
120363412086081616@g.us,"巫筆 Trial X 香港華仁書院"
120363319001813638@g.us,"「巫筆VIP」香港道教聯合會圓玄學院第一中學"
120363397264842409@g.us,"「巫筆VIP」香港道教聯合會圓玄學院第二中學"
120363314938630490@g.us,"「巫筆VIP」香港管理專業協會李國寶中學"
120363400948468979@g.us,"巫筆 Trial X 香港鄧鏡波書院"
120363419458837657@g.us,"「巫筆VIP」香港管理專業協會羅桂祥中學"
120363418641238189@g.us,"巫筆 Trial X 香港道教聯合會圓玄學院第三中學"
120363335419743131@g.us,"「巫筆 VIP」 孫方中書院"
120363336092962345@g.us,"「巫筆VIP」X 旅港開平商會中學"
120363404195388677@g.us,"巫筆 Trial X 恩主教書院"
120363354057304079@g.us,"「巫筆VIP」粉嶺救恩書院"
120363394258865457@g.us,"巫筆 Trial X 浸信會永隆中學"
120363403787115156@g.us,"巫筆 Trial X 神召會康樂中學"
120363276452225476@g.us,"「巫筆VIP」荃灣聖芳濟中學"
120363312186412124@g.us,"「巫筆VIP」粉嶺禮賢會中學"
120363398971711432@g.us,"巫筆 Trial X 荃灣官立中學"
120363421712894713@g.us,"「巫筆VIP」 馬鞍山聖若瑟中學"
120363386700865104@g.us,"「巫筆VIP」X 荔景天主教中學"
120363406970008450@g.us,"巫筆 Trial X 馬錦明慈善基金馬陳端喜紀念中學"
120363369266581844@g.us,"「巫筆VIP」高主教書院"
120363401217844434@g.us,"「巫筆VIP」 高雷中學"
120363404685641091@g.us,"巫筆 Trial X 高美士中葡中學"
120363360293377863@g.us,"「巫筆VIP」啓思中學"
120363421030685360@g.us,"「巫筆VIP」培僑中學"
120363343126323998@g.us,"巫筆 Trial x 基督書院"
120363417901262625@g.us,"「巫筆VIP」基督書院"
120363297378894412@g.us,"「巫筆VIP」基督教香港信義會元朗信義中學"
120363321813351132@g.us,"「巫筆VIP」基督教中國佈道會聖道迦南書院"
120363314900560426@g.us,"巫筆 Trial x 基督教聖約教會堅樂中學"
120363420180107277@g.us,"巫筆 Trial X 基督教香港信義會心誠中學"
120363334743634392@g.us,"「巫筆 VIP」 基督教祟真中學"
120363304039078385@g.us,"「巫筆VIP」崇真書院"
120363374550868917@g.us,"巫筆 Trial x 將軍澳香島中學"
120363401930171663@g.us,"「巫筆VIP」X 將軍澳官立中學"
120363420620450619@g.us,"「巫筆VIP」 張祝珊英文中學"
120363419222374637@g.us,"巫筆 Trial X 張振興伉儷書院"
120363404279386881@g.us,"巫筆 Trial x 彩虹邨天主教英文中學"
120363316454230159@g.us,"「巫筆VIP」救恩書院"
120363402327573322@g.us,"巫筆 Trial x 救世軍卜維廉中學"
120363421174069368@g.us,"巫筆 Trial X 梁式芝書院"
120363417078795454@g.us,"「巫筆VIP」 X 博愛醫院八十週年鄧英喜中學"
120363373503147857@g.us,"巫筆Trial X 博愛醫院陳楷紀念中學"
120363416633724449@g.us,"巫筆 Trial X 博愛醫院八十週年鄧英喜中學"
120363325923272168@g.us,"「巫筆VIP」循道中學"
120363209280985158@g.us,"「巫筆VIP」曾璧山（崇蘭）中學"
120363343145044033@g.us,"「巫筆 x Trial」博愛醫院鄧佩瓊紀念中學"
120363420459843889@g.us,"巫筆 Trial X 景嶺書院"
120363422336344196@g.us,"巫筆 Trial X 棉紡會中學"
120363310332304961@g.us,"「巫筆VIP」順利天主教中學"
120363330138581336@g.us,"「巫筆VIP」華英中學"
120363401034058345@g.us,"「巫筆VIP」 港青基信書院"
120363420732456382@g.us,"巫筆 Trial X 港島民生書院"
120363419438989173@g.us,"巫筆 Trial X 棉紡會中學"
120363316186583424@g.us,"「巫筆VIP」順德聯誼總會李兆基中學"
120363346338019691@g.us,"「巫筆VIP」順德聯誼總會胡兆熾中學"
120363350629302100@g.us,"「巫筆VIP」順德聯誼總會鄭裕彤中學"
120363418146098510@g.us,"「巫筆 VIP」 順德聯誼總會胡兆熾中學"
120363404511779602@g.us,"「巫筆VIP」順德聯誼總會譚伯羽中學"
120363337587394573@g.us,"「巫筆VIP」嗇色園主辦可風中學"
120363400649162560@g.us,"巫筆 Trial X 匯基書院"
120363386940244428@g.us,"巫筆 Trial X 圓玄學院妙法寺內明陳呂重德紀念中學"
120363417663461542@g.us,"巫筆 Trial X 新生命教育協會呂郭碧鳳中學"
120363347303267678@g.us,"巫筆 Trial x 嗇色園主辦可藝中學"
120363400133649543@g.us,"「巫筆VIP」新亞中學"
120363335568756978@g.us,"「巫筆VIP」新生命教育協會平安福音中學"
120363346590014350@g.us,"「巫筆VIP」新界西貢坑口區鄭植之中學"
120363421977081659@g.us,"巫筆 Trial X 新界喇沙中學"
120363309535500455@g.us,"「巫筆VIP」滙基書院"
120363400745193125@g.us,"巫筆 Trial X 新會商會中學"
120363314567542591@g.us,"「巫筆VIP」獅子會蔣翠琼中學"
120363314525602774@g.us,"獅子會蔣翠琼中學 X 巫筆 X Fantasktic AI"
120363350738649055@g.us,"巫筆 Trial x 萬鈞伯裘書院"
120363189440515916@g.us,"萬鈞伯裘書院"
120363419503422468@g.us,"「巫筆VIP」 萬鈞匯知中學"
120363318017198598@g.us,"巫筆 Trial x 聖士提反書院"
120363386151891282@g.us,"「巫筆VIP」 聖士提反堂中學"
120363399034848770@g.us,"「巫筆VIP」 聖公會白約翰會督中學"
120363420978075044@g.us,"巫筆 Trial X 聖公會呂明才中學"
120363296303789108@g.us,"「巫筆VIP」聖公會林裘謀中學"
120363334245294643@g.us,"「巫筆VIP」聖公會林護紀念中學"
120363422910269765@g.us,"巫筆 Trial X  聖公會基孝中學"
120363404161716145@g.us,"巫筆Trial X 聖公會基孝中學"
120363297441570147@g.us,"「巫筆VIP」聖公會莫壽增會督中學"
120363420720268851@g.us,"巫筆 Trial X 聖公會聖本德中學"
120363330492101297@g.us,"「巫筆VIP」聖公會曾肇添中學"
120363421017046846@g.us,"巫筆 Trial X 聖公會聖馬利亞堂莫慶堯中學"
120363402049388389@g.us,"「巫筆VIP」 聖公會諸聖中學"
120363403821166968@g.us,"巫筆 Trial X 聖公會蔡功譜中學"
120363334222201569@g.us,"「巫筆VIP」聖母書院"
120363401715256447@g.us,"「巫筆VIP」 聖公會鄧肇堅中學"
120363417555026914@g.us,"巫筆 Trial X 聖母無玷聖心書院"
120363421429785319@g.us,"巫筆 Trial X 聖母玫瑰書院"
120363315326419497@g.us,"「巫筆VIP」聖安當女書院"
120363420756589921@g.us,"「巫筆VIP」 聖伯多祿中學"
120363411727119505@g.us,"「巫筆VIP」 聖言中學"
120363317209640571@g.us,"「巫筆VIP」聖芳濟書院"
120363398480331534@g.us,"巫筆 Trial X 聖保祿中學"
120363398709480463@g.us,"「巫筆VIP」 X 聖芳濟各書院"
120363417349765819@g.us,"「巫筆VIP」聖若瑟書院"
120363398575703299@g.us,"巫筆 Trial X 聖馬可中學"
120363306032950198@g.us,"「巫筆VIP」聖嘉勒女書院"
120363335899334689@g.us,"「巫筆VIP」聖傑靈女子中學"
120363399070576722@g.us,"「巫筆VIP」葵涌循道中學"
120363420034035927@g.us,"「巫筆VIP」 葵涌蘇浙公學"
120363313804280526@g.us,"「巫筆VIP」聖類斯中學"
120363420562172519@g.us,"巫筆 Trial X 裘錦秋中學（屯門）"
120363327833646653@g.us,"「巫筆VIP」路德會西門英才中學"
120363401151319478@g.us,"「巫筆VIP」 寧波公學"
120363316052736352@g.us,"「巫筆VIP」嘉諾撒培德書院"
120363401830449602@g.us,"巫筆 Trial X 路德會呂明才中學"
120363402754025555@g.us,"巫筆 Trial X 嘉諾撒書院"
120363421840200814@g.us,"巫筆 Trial X 嘉諾撒聖瑪利書院"
120363421443133008@g.us,"巫筆 Trial X 寧波第二中學"
120363334605128398@g.us,"巫筆 Trial x 廖寶珊紀念書院"
120363331505177869@g.us,"「巫筆VIP」瑪利曼中學"
120363402829211118@g.us,"「巫筆VIP」 福建中學"
120363314707170458@g.us,"「巫筆VIP」瑪利諾中學"
120363423805597197@g.us,"「巫筆VIP」 漢華中學"
120363333242835662@g.us,"「巫筆VIP」福建中學 (小西灣)"
120363375615563581@g.us,"「巫筆VIP」閩僑中學"
120363400370925103@g.us,"巫筆 Trial X 德信中學"
120363416540043329@g.us,"巫筆 Trial X 鳳溪廖萬石堂中學"
120363417438218698@g.us,"「巫筆VIP」X 鳳溪第一中學"
120363401963251489@g.us,"巫筆 Trial X 德望學校"
120363399826556642@g.us,"巫筆 Trial X 德愛中學"
120363344324412474@g.us,"「巫筆VIP」樂善堂梁銶琚書院"
120363402504551066@g.us,"巫筆 Trial X 樂善堂梁植偉紀念中學"
120363419277524188@g.us,"「巫筆VIP」 樂善堂楊葛小琳中學"
120363420378808261@g.us,"巫筆Trial X 樂善堂余近卿中學"
120363319874362013@g.us,"「巫筆VIP」潔心林炳炎中學"
120363418812073514@g.us,"巫筆 Trial X 樂善堂顧超文中學"
120363297351764789@g.us,"「巫筆VIP」潮州會館中學"
120363400377178283@g.us,"「巫筆VIP」 鄧鏡波學校"
120363418449961710@g.us,"巫筆 Trial X 諸聖中學"
120363333164634990@g.us,"「巫筆VIP」嶺南衡怡紀念中學"
120363419051948185@g.us,"巫筆 Trial X 鄧肇堅維多利亞官立中學"
120363421004419126@g.us,"「巫筆VIP」 嶺南鍾榮光博士紀念中學"
120363411741918748@g.us,"「巫筆VIP」 賽馬會官立中學"
120363404290904318@g.us,"「巫筆VIP」X 禮賢會彭學高紀念中學"
120363420093860042@g.us,"巫筆 Trial X 寶覺中學"
120363399657339209@g.us,"巫筆 Trial X 蘇浙公學國際部"
120363418117691272@g.us,"「巫筆VIP」 獻主會聖母院書院"
120363419707657858@g.us,"「巫筆VIP」 賽馬會體藝中學"
120363350054428098@g.us,"巫筆 Trial x 蘇浙公學"
120363385675818690@g.us,"「巫筆VIP」觀塘瑪利諾書院"
120363315083661654@g.us,"巫筆 Trial x 觀塘官立中學"
120363323852713386@g.us,"「巫筆VIP」鐘聲慈善社胡陳金枝中學"
120363342611678520@g.us,"「巫筆VIP」靈糧堂怡文中學"
120363419882195453@g.us,"「巫筆VIP」觀塘功樂官立中學"
120363419652938378@g.us,"「巫筆VIP」 香港中國婦女會丘佐榮學校"
120363295060825717@g.us,"巫筆CS"
120363403259886643@g.us,"巫筆 Trial X 九龍城浸信會禧年小學"
120363421145984046@g.us,"巫筆 英文Trial X 保良局蕭漢森小學"
120363404849356905@g.us,"「巫筆VIP」 天水圍循道衛理小學"
120363424616435894@g.us,"巫筆 Trial X 沙田官立小學"
120363405245981442@g.us,"巫筆 Trial X 獻主會小學"
120363425538966427@g.us,"巫筆 Trial X 香港紅卍字會大埔卍慈中學"
120363405869345898@g.us,"巫筆導師支援 伍華"
120363403937342802@g.us,"巫筆 英文Trial X 嗇色園主辦可立小學"
120363426861078016@g.us,"巫筆 英文Trial X 香港培正小學"
120363406096443391@g.us,"巫筆 X 杜老師"
120363422631007589@g.us,"「巫筆VIP」 香港道教聯合會純陽小學"
120363403500797367@g.us,"「巫筆 VIP」 X 東華三院李賜豪小學"
120363418110977848@g.us,"巫筆 Trial X 新會商會學校"
120363403132589539@g.us,"巫筆 Trial X 新界婦孺福利會梁省德學校"
120363209989901369@g.us,"巫筆 - 新亞中學"
120363399429248675@g.us,"巫筆 Trial X 曾梅千禧學校"
120363402000482464@g.us,"巫筆 Trial X 基督教香港信義會啟信學校"
120363418689791214@g.us,"巫筆Trial X 基督教香港信義會宏信書院"
120363331073282349@g.us,"「巫筆VIP」培僑書院"
120363290631102469@g.us,"協作：巫筆 x 香港聖公會何明華會督中學"
120363400834711248@g.us,"巫筆 澳門Trial X 利瑪竇中學"
120363403644265769@g.us,"巫筆 Trial X 台山商會學校"
120363418306786743@g.us,"巫筆 Trial X 香港耀能協會高福耀紀念學校"
120363307153466898@g.us,"「巫筆」x 香港道教聯合會雲泉吳禮和紀念學校"
120363325867277868@g.us,"「巫筆」x 天主教總堂區學校"
120363348754145116@g.us,"天主教伍華中學 巫筆導師支援"
120363420260407599@g.us,"巫筆 Trial X 香港紅十字會瑪嘉烈戴麟趾學校"
120363404528109576@g.us,"巫筆 Trial X 香港四邑商工總會陳南昌紀念學校"
120363425106219022@g.us,"巫筆 Trial X 香港扶幼會許仲繩紀念學校"
120363404511511340@g.us,"巫筆 Trial X 迦密梁省德學校"
120363388489836762@g.us,"巫筆 Trial X 英皇書院"
120363419069499389@g.us,"伍華中文强化班支援"
120363324204219841@g.us,"崔sir x 巫筆"
120363387360816817@g.us,"巫筆 Trial x 樂善堂梁黃蕙芳紀念學校"
120363407787732693@g.us,"巫筆 Trial X 東莞暨大港澳子弟學校"
120363387147204489@g.us,"巫筆課程支援 天主教伍華中學"
120363331437499453@g.us,"巫筆 Trial x 石籬天主教小學"
120363401738013810@g.us,"巫筆 Trial X 東華三院李東海小學"
120363402503145566@g.us,"巫筆 Trial X 聖公會基愛小學"
120363424578734705@g.us,"巫筆 Trial X 循理會美林小學"
120363422207625455@g.us,"巫筆 Trial X 聖保羅書院小學"
120363422457462964@g.us,"巫筆 Trial X 東華三院馬錦燦紀念小學"
120363421304547455@g.us,"巫筆 Trial X 保良局馮晴紀念小學"
120363402035542598@g.us,"培聖｜AI 支援學校發展組"
120363421680394969@g.us,"培聖｜AI 支援學校發展組"
120363424796378044@g.us,"巫筆 Trial X 天主教培聖中學"
120363422520281127@g.us,"巫筆 Trial X東華三院高可寧紀念小學"
120363421600426006@g.us,"巫筆 澳門小學Trial X 利瑪竇中學（小學部）"
120363304447018368@g.us,"巫筆 x 胡少渠小學"
120363420889865529@g.us,"巫筆 Trial X 港澳信義會明道小學"
120363421748492270@g.us,"巫筆 Trial X 華仁小學"
120363402069862470@g.us,"巫筆 Trial X 樂華天主教小學"
120363420028508280@g.us,"巫筆 Trial X 順德聯誼總會伍冕端小學"
120363403676355816@g.us,"巫筆 Trial X 聖公會偉倫小學"
120363422613685527@g.us,"巫筆 Trial X 浸信會呂明才小學"
120363419897655696@g.us,"巫筆 Trial X 德信小學"
120363421728349385@g.us,"巫筆 小學Trial X 培基小學"
120363346456260302@g.us,"巫筆 Trial X 嘉諾撒小學"
120363402065990052@g.us,"巫筆 Trial x安博官立小學"
120363415111668885@g.us,"巫筆 Trial X 保良局田家炳千禧小學"
120363420501511839@g.us,"巫筆 Trial X 中華基督教會協和小學"
120363417531719136@g.us,"巫筆 Trial X 道教青松小學"
120363417802869756@g.us,"巫筆 Trial X 培僑書院小學部"
120363418890290620@g.us,"巫筆 小學Trial X 優才（楊殷有娣）書院"
120363402054528040@g.us,"巫筆 Trial X 優才（楊殷有娣）書院"
120363424635635882@g.us,"巫筆小學 Trial X 胡素貞博士紀念學校"
120363418847466806@g.us,"巫筆 Trial（小學） X 五邑鄒振猷學校"
120363421251909787@g.us,"巫筆 Trial X 閩僑小學"
120363419655479456@g.us,"巫筆 Trial X 聖三一堂小學"
120363402854461381@g.us,"巫筆 Trial X 元朗公立中學校友會鄧英業小學"
120363402873061400@g.us,"巫筆 Trial X 觀塘官立小學（秀明道）"
120363420311612813@g.us,"巫筆 Trial X 天主教聖母聖心小學"
120363420681255617@g.us,"巫筆 Trial X 聖公會基顯小學"
120363420382479881@g.us,"巫筆 Trial X 彩雲聖若瑟小學"
120363401021325654@g.us,"巫筆 澳門小學Trial X 何東中葡小學"
120363404741072827@g.us,"巫筆 Trial X 港大同學會小學"
120363421180894808@g.us,"巫筆 Trial x 聖文德天主教小學"
120363306904502538@g.us,"巫筆 x 聖公會牧愛小學"
120363421263674833@g.us,"巫筆 Trial X 聖士提反女子中學附屬小學"
120363419811275555@g.us,"巫筆 Trial X 五旬節靳茂生小學"
120363353976169097@g.us,"巫筆 x 滬江小學 Trial"
120363355388585041@g.us,"巫筆Trial X 香港教育大學賽馬會小學"
120363403640565413@g.us,"巫筆 Trial X 播道書院 (小學部)"
120363353072145529@g.us,"巫筆 x 英皇書院同學會小學"
120363419398170550@g.us,"巫筆 Trial X 勵志會梁李秀娛紀念小學"
120363422619050354@g.us,"巫筆 Trial X 英皇書院同學會小學"
120363404400020156@g.us,"巫筆Trial X 英皇書院同學會小學"
120363403031572437@g.us,"「巫筆VIP」 荃灣天主教小學"
120363421772831735@g.us,"巫筆 Trial X 九龍塘學校（小學部）"
120363311092498432@g.us,"「巫筆」(小學)x 循道學校"
120363310861582408@g.us,"「巫筆」x 慈幼葉漢千禧小學"
120363330884884653@g.us,"巫筆 Trial x 保良局朱正賢小學"
120363419429351804@g.us,"「巫筆VIP」 九龍塘宣道小學"
120363400940829621@g.us,"巫筆 Trial X 聖公會阮鄭夢芹銀禧小學"
120363401631454295@g.us,"「巫筆 VIP」 天水圍循道衞理小學"
120363404435257683@g.us,"巫筆 Trial X (小學) 香港浸會大學附屬學校王錦輝中小學"
